x,y,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114
150,0.2222,82.253,81.734,82.611,83.308,85.278,80.935,81.825,80.972,81.017,73.879,77.75,76.484,82.45,82.098,84.884,77.839,81.821,82.642,83.663,83.791,83.988,82.454,84.486,83.821,80.052,81.216,81.762,84.07,83.138,82.151,79.988,84.86,81.572,74.626,83.181,83.588,74.846,82.195,82.771,81.655,81.305,83.314,77.115,79.467,81.415,82.392,67.593,79.491,83.743,81.669,79.285,83.517,82.749,80.898,76.351,85.919,84.247,83.557,82.728,85.213,84.988,83.542,85.54,82.294,85.08,82.152,78.799,75.993,77.635,76.222,79.426,80.916,80.712,81.74,84.305,82.137,82.774,81.611,81.832,83.046,81.23,85.229,81.445,73.432,82.146,82.489,86.131,85.812,83.059,82.139,81.691,79.809,83.414,84.765,83.501,78.373,83.037,81.254,85.563,80.097,80.218,83.87,82.726,74.683,81.805,79.992,86.459,81.29,81.02,81.043,84.17,80.897,78.524,80.415
150,1.6717,96.103,96.242,92.44,98.62,100.78,97.605,97.908,96.77,97.18,90.484,94.937,77.9,98.433,96.649,100.16,92.233,96.326,94.541,99.153,99.537,100.29,98.932,101.69,99.875,94.786,96.687,95.131,98.668,97.452,95.849,95.748,97.527,95.621,90.298,97.258,96.65,91.173,97.237,96.334,95.997,95.165,96.325,95.869,94.56,96.934,94.51,77.976,96.666,95.703,94.101,92.911,98.315,100.41,95.559,93.469,101.64,100.03,99.185,100.29,102.85,102.94,97.6,101.13,98.771,99.645,99.404,92.197,93.007,93.334,95.641,96.653,91.224,96.085,96.89,97.664,94.89,96.225,95.964,96.125,96.227,95.841,100.36,97.36,89.967,96.722,96.226,100.97,100.9,93.78,95.918,95.066,94.824,98.945,99.519,98.728,93.608,96.58,95.165,100.19,95.558,95.846,100.17,98.372,91.051,95.884,95.236,101.07,97.043,96.124,96.429,98.152,96.27,92.204,92.694
150,2.438,103.98,103.45,94.793,107.56,110.14,105.58,105.68,104.83,106.5,98.789,104.16,78.012,104.33,104.12,109.68,99.788,102.01,100.25,108.4,106.57,107.53,108.04,110.95,107.35,100.23,103.05,102.45,108.22,106.26,103.01,103.97,104.04,101.78,97.157,105.36,103.44,97.864,103.27,106.7,102.39,101.56,103.16,102.72,102.12,103.89,102.01,81.259,103.9,103.01,101.9,100.63,107.77,109.52,102.21,100.35,109.47,107.43,106.17,106.5,110.94,110.88,105.43,110.43,104.01,108.78,108.54,100.09,99.34,100.18,102.63,102.95,98.343,102.32,103.07,102.13,101.7,103.67,103.7,102.55,103.14,102.57,109.56,103.64,95.455,102.95,102.89,109.33,110.05,103.33,101.98,101.61,101.86,108.75,108.79,105.88,99.419,103.53,102.1,109.75,102.49,103.77,109.67,107.15,98.52,102.97,102.1,110.59,104.87,102.23,102.92,106.12,105.04,99.216,98.956
150,2.595,102.12,99.571,84.393,104.65,105.91,103.75,102.89,100.24,103.1,94.012,100.62,69.589,101.3,101.58,106.95,98.03,98.316,97.167,105.64,103.3,103.18,105.25,108.16,104.05,98.005,99.937,100.54,105.78,102.59,100.11,97.689,100.32,98.956,93.931,102.59,101.08,94.461,100.74,104.26,100.2,99.275,101.15,96.84,100.46,100.9,99.422,79.401,101.04,100.99,98.854,97.803,105.58,105.53,100.41,96.827,106.19,104.9,103.21,103.19,107.83,107.02,103.04,107.7,100.71,105.4,105.11,97.88,94.931,96.654,97.774,101.31,95.592,99.848,100.97,99.752,99.481,101.13,100.7,97.161,101.56,100.81,106.14,101.6,91.718,100.69,100.65,105.94,106.87,100.88,99.054,99.463,99.584,105.95,105.05,103.44,96.725,100.25,100.66,107.44,99.028,100.65,106.24,103.24,95.053,99.744,97.433,106.93,101.87,98.244,99.542,102.19,101.54,97.091,94.685
150,3.3659,101.71,97.809,73.949,104.66,106.22,104.4,102.48,99.967,103.16,95.193,100.69,68.483,101.61,101.05,107.51,98.884,98.142,96.58,106.57,103.96,103.54,105.8,108.83,104.93,99.348,99.675,101.64,107.14,103.25,101.33,91.023,100.03,99.531,94.907,103.81,102.01,96.5,101.73,105.81,101.16,100.58,102.09,98.023,100.79,102.06,100.58,80.209,101.77,102.37,100.3,98.888,105.13,107.17,100.38,97.981,107.6,106.15,105.07,104.06,108.58,108.33,103.75,108.76,102.26,107.14,107.06,98.549,96.092,98.814,98.548,102.01,98.38,100.62,102.26,100.91,100.98,102.49,102.5,102.47,102.61,101.06,107.16,101.37,93.716,101.26,101.73,107.05,107.62,101.95,100.39,100.53,100.82,106.31,106.49,103.61,97.311,100.84,101.77,108.08,99.13,101.17,106.42,103.62,95.014,98.995,96.862,107.86,102.71,80.347,100.47,103.23,102.24,98.047,95.71
150,4.179,97.34,94.824,70.612,102.98,103.41,101.03,99.711,98.499,102.76,95.027,98.952,69.489,98.673,99.814,107.26,96.905,96.928,96.319,105.98,101.64,100.56,104.4,107.44,102.24,98.123,96.489,100.53,106.27,101.19,100.17,97.665,98.117,98.979,94.4,103.06,100.11,95.096,100.84,105.51,99.258,99.754,100.14,98.612,99.498,100.77,99.954,82.771,100.27,101.5,99.374,98.387,105.66,105.94,99.811,96.633,105.86,106.22,103.92,102.37,108.09,108.73,102.31,108.22,99.692,107.11,105.68,97.159,94.77,96.374,98.388,99.842,96.62,98.084,101.47,99.719,99.765,100.33,100.47,98.518,101.47,100.17,108.4,100.05,92.679,99.251,100.32,106.45,108.32,100.73,98.509,98.831,98.893,106.43,106.39,100.56,94.723,99.067,100.54,107.73,98.22,99.199,105.66,101.35,92.474,98.071,95.296,107.1,99.646,93.556,97.9,100.95,99.703,95.152,91.792
150,4.9076,107.01,95.584,73.595,110.02,111.63,109.69,105.98,104.24,109.28,101.11,105.73,73.183,104.86,105.34,112.86,103.68,101.57,99.016,112.05,107.04,107.45,111.89,114.63,109.06,104.98,103.09,105.66,112.56,106.7,105.86,105.21,102.51,104.86,100.99,107.82,106.89,101.7,111.12,111.53,106.47,106.07,106.99,105.65,105.93,106.7,104.52,86.048,107.2,106.52,105.7,103.78,111.55,111.52,106.72,102.69,111.92,111.35,110.22,110.54,114.29,112.82,107.7,113.61,106.31,112.37,110.89,103.16,100.64,102.91,104.03,106.93,102.98,105.49,107.09,105.93,105.3,107.48,107.17,107,106.52,106.6,111.21,107.97,98.201,106,107.08,112.61,112.69,105.94,105.36,105.67,105.09,112.1,112.37,107.63,99.343,105.78,106.55,113.43,104.73,106.71,112.46,108.48,99.968,104.17,99.811,113.1,106.41,100.95,105.28,106.95,106.55,101.7,99.536
150,5.5498,107.05,90.994,67.831,110.78,112.3,111.51,105.5,104.42,110.17,103.71,108.06,67.907,105.09,106.53,113.79,107.04,102.65,100.37,113.09,109.19,107.3,112.85,114.76,110.26,106.39,103.22,107.63,113.43,109.03,108.35,108.54,101.75,106,102.47,108.93,107.4,103.35,110.11,111.47,107.31,106.89,107.52,105.01,107.72,108.55,106.71,85.263,109.78,107.96,106.5,105.94,112.34,112.97,107.34,104.97,112.63,111.9,110.64,110.17,114.51,114.39,108.95,114.9,107.29,113.65,112.54,105.08,101.7,105.19,104.9,107.55,103.38,106.99,108.7,107.31,107.17,108.94,109.16,108.56,108.3,107.48,113.23,109.15,99.995,107.12,108.25,112.85,113.77,107.22,106.53,106.64,107,112.64,112.87,108.84,101.22,106.32,108.52,113.62,106.1,108.84,112.9,110,100.98,105.6,101.33,113.88,107.12,101.19,106.78,110.02,108.83,102.22,100.85
150,6.199,100.53,86.518,75.296,108.91,110.19,108.96,102.22,101.09,112.42,105.59,106.6,80.591,103.42,105.58,115.09,108.28,101.49,98.467,114.53,107.58,106.23,114.34,115.93,109.14,104.56,104.01,106.96,114.63,108.11,109.12,107.98,101.43,107.23,104.26,110.7,108.35,105.03,110.56,113.37,108.1,107.85,109.88,107.93,108.61,110.1,107.93,87.965,110.37,109.54,108.7,107.11,113.9,115.59,108.19,104.79,113.32,113.93,112.43,112.08,116.59,116.7,109.38,116.53,109.06,114.79,114.57,106.93,103.76,106.69,108.53,108.78,106.17,107.66,110.03,107.98,108.72,110.45,109.87,109.56,109.53,108.07,116.1,109.47,102.77,108.21,109.14,115.51,114.62,109.31,107.56,107.68,107.37,114.59,114.09,107.91,101.2,106.46,108.88,114.82,105.49,109.19,114.36,109.01,101.33,103.74,97.648,115.48,106.5,106.39,105.87,109.89,108.37,103.03,100.9
150,7.2971,86.878,88.242,73.522,98.823,100.63,100.01,94.889,94.008,108.03,99.775,100.2,83.003,99.326,100.15,110.72,103.93,100.32,91.381,110.73,101.74,101.89,110.58,111.68,104.79,99.792,99.677,103.49,110.41,104.48,105.83,102.04,93.168,103.89,101.66,106.94,105.37,101.59,106.95,109.99,106.2,106.21,105.75,103.81,104.86,107.4,104.45,83.69,106.31,106.76,106.29,103.31,111.51,111.13,105.29,103.01,110.85,110.64,109.75,108.54,113.82,112.47,106.27,113.02,105.73,110.76,111.12,103.8,99.422,102.98,103.22,105.83,100.71,105.17,106.61,104.62,105.78,107.05,106.38,106.91,106.28,105.64,111.32,106.78,98.356,105.42,106.91,111.55,111.13,104.75,104.48,104.42,105.44,111.7,110.44,104.25,98.865,104.58,106.4,111.48,99.694,107.23,111.7,104.97,99.576,95.721,91.554,111.27,102.86,101.27,103.57,104.4,106.13,100.72,98.004
150,13.2118,97.281,104.09,105.13,114.96,116.51,108.3,106.67,106.01,114.11,109.3,107.36,104.95,107.08,106.08,116.69,107.75,105.48,105.06,115.51,106.63,108.01,116.05,116.7,108.01,106.98,106.68,105.05,116.02,108.55,108.17,105.13,106.19,107.83,105.56,112.15,109.68,107.62,108.27,114.53,108.26,107.85,108.78,110.99,107.23,109.96,108.13,104.91,108.79,109.75,107.99,105.96,115.49,116.71,108.04,107.32,115.96,115.02,114.08,112.36,116.9,116.79,111.73,116.81,109.41,116.66,115.96,108.67,105.55,107.13,110.69,109.42,108.27,108.23,109.22,107.72,109.37,109.03,108.34,109.14,110.25,108.19,117.21,108.5,105.49,108.88,108.17,115.86,116.1,108.48,108.67,107.61,106.91,115.59,115.1,106.98,102.81,106.81,106.16,115.82,107.49,107.09,115.59,107.64,104.8,101.95,104.17,116.09,107.29,105.43,105.7,107.15,106.52,109.31,103.99
150,16.0402,101.78,101.38,103.79,113.28,113.93,105.64,104.56,103.9,112.43,107.34,105.18,102.92,105.23,104.14,114.6,105.56,104.23,103.8,113.23,104.41,105.28,113.87,114.76,105.6,104.3,103.18,102.77,113.07,105.39,105.67,103.19,103.97,105.16,104.16,110.24,106.47,105.08,104.92,110.79,105.35,104.93,105.65,108.27,104.2,107.33,105.74,101.58,106.71,107.8,105.48,102.76,113.43,114.51,105.66,105,113.33,112.61,112.03,109.95,115.48,115.03,109.79,114.98,106.36,113.98,113.85,106.53,103.12,104.28,108.04,106.82,106.3,105.71,105.81,106.53,106.36,106.24,106.15,106.85,107.94,106.07,114.77,106.12,103.28,105.97,105.57,113.75,113.6,105.56,105.83,104.68,104.86,112.96,112.55,104,99.441,103.31,104.2,113.27,104.24,104.05,113.6,104.81,103.79,100.88,102.4,114.19,105.48,102.71,102.99,105.01,104.98,108.63,102.52
155,0.2222,82.305,81.674,82.611,83.357,85.32,80.948,81.679,80.872,80.866,74.091,77.615,76.483,82.139,82.013,84.993,77.917,80.765,82.423,83.71,83.456,83.985,82.517,84.53,83.732,80.035,80.927,82.303,84.082,83.151,82.371,80.041,84.643,81.545,74.288,83.132,83.631,75.075,82.221,82.855,81.616,81.287,83.313,77.131,79.57,81.383,82.446,67.586,79.303,83.719,81.697,79.309,83.531,82.8,80.97,76.394,86.02,84.349,83.629,82.712,85.203,84.899,83.596,85.479,82.247,85.12,82.154,78.683,76.088,77.717,76.233,79.47,80.809,80.739,81.767,83.891,82.199,82.826,81.665,81.839,83.213,81.201,85.254,81.448,73.464,82.222,82.602,86.156,85.803,83.099,82.185,81.677,79.803,83.422,84.814,83.528,77.944,82.506,81.363,85.584,80.182,80.303,83.908,82.615,74.51,81.247,79.582,86.511,80.912,80.161,80.645,84.153,80.673,78.073,79.714
155,1.6717,96.092,95.991,92.435,98.69,100.77,97.875,97.814,96.666,97.016,90.78,95.072,77.897,97.762,96.403,100.14,92.406,94.796,93.852,99.188,99.196,100.02,98.942,101.67,99.946,94.38,96.191,95.711,98.678,97.509,95.92,96.225,96.707,95.549,90.052,97.153,96.641,91.286,97.23,96.311,96.051,95.234,96.537,95.865,94.892,97.146,94.507,77.961,96.795,95.76,94.29,93.094,98.256,100.4,95.608,93.484,101.66,100.02,99.181,100.29,102.8,102.77,97.611,101.04,98.744,99.549,99.376,92.09,93.097,93.375,95.567,96.705,89.06,96.142,96.914,96.868,95.041,96.432,96.316,96.33,96.3,95.826,100.33,97.364,89.996,96.843,96.564,100.93,100.79,94.035,96.073,95.143,94.748,98.972,99.556,98.803,92.371,95.738,95.28,100.15,95.63,95.848,100.21,98.359,90.625,95.05,94.057,101.15,96.512,94.474,95.872,98.205,95.997,90.662,91.536
155,2.438,103.98,102.86,94.783,107.71,110.14,106.08,105.48,104.52,106.28,99.241,104.4,78.007,103.23,103.71,109.72,100.25,99.966,99.264,108.49,106.09,106.71,108.1,110.9,107.2,99.5,102.3,103.18,108.22,106.31,103.16,104.53,102.72,101.75,96.888,105.27,103.45,97.982,103.22,106.75,102.64,101.66,103.53,102.8,102.54,104.2,102.04,81.241,104.1,103.21,102.08,100.94,107.79,109.55,102.27,100.41,109.51,107.48,106.22,106.46,110.94,110.74,105.49,110.39,104.03,108.77,108.53,99.929,99.429,100.21,102.58,103.02,94.387,102.33,103.1,101.93,101.94,104.02,104.15,102.83,103.21,102.61,109.54,103.65,95.506,103.06,103.4,109.32,110.01,103.62,102.14,101.64,101.82,108.74,108.86,105.77,97.825,102.47,102.23,109.83,102.54,103.8,109.74,107.13,98.082,101.97,100.55,110.66,104.27,100.06,101.99,106.19,104.61,97.175,97.466
155,2.595,102.19,98.737,84.372,104.76,105.98,104.09,102.37,99.216,102.83,94.653,100.79,69.579,100.16,101.02,107,98.478,96.101,96.22,105.72,102.77,101.96,105.36,108.14,103.68,97.055,99.073,100.98,105.78,102.32,100.33,98.123,98.879,98.917,93.556,102.48,101.09,94.669,100.75,104.35,100.5,99.585,101.56,97.027,100.93,101.3,99.44,79.381,101.12,101.24,99.042,98.221,105.6,105.57,100.57,96.965,106.17,104.98,103.29,103.16,107.81,106.85,103.05,107.68,100.67,105.4,105.13,97.644,95.015,96.735,97.712,101.32,91.216,99.914,101.11,99.717,99.758,101.53,101.14,95.574,101.62,100.81,106.12,101.62,91.778,100.84,101.11,105.92,106.79,101.26,99.147,99.487,99.529,105.95,105.14,102.99,95.035,98.996,101.08,107.54,98.909,100.67,106.35,103.25,94.706,98.773,95.874,107.02,101.05,96.025,98.739,102.18,100.77,95.137,93.247
155,3.3659,101.69,96.769,73.919,104.77,106.31,104.58,101.55,98.763,102.87,95.734,100.78,68.469,100.3,100.15,107.56,99.045,95.674,95.455,106.64,103.26,102.02,105.89,108.74,104.41,98.176,98.385,101.97,107.15,102.76,101.59,91.235,98.352,99.447,94.596,103.72,102.05,96.656,101.64,105.87,101.54,100.93,102.49,98.195,101.22,102.45,100.6,80.189,101.62,102.66,100.48,99.305,105.16,107.19,100.63,98.093,107.64,106.25,105.12,104.04,108.63,108.16,103.78,108.73,102.27,107.1,107.06,98.238,96.155,98.91,98.497,102.05,94.456,100.68,102.48,100.86,101.3,103.01,102.96,102.53,102.68,101.04,107.13,101.41,93.786,101.44,102.28,107.03,107.56,102.34,100.49,100.74,100.78,106.28,106.52,102.98,95.39,99.681,102.27,108.16,98.835,101.25,106.49,103.53,94.452,97.847,95.13,107.92,101.76,83.104,99.561,103.07,101.38,96.077,93.987
155,4.179,97.12,93.861,70.587,103.09,103.43,101.07,98.784,97.462,102.39,95.448,98.98,69.472,97.363,98.94,107.25,96.809,94.4,95.325,105.97,100.8,98.923,104.46,107.3,101.55,96.903,95.224,100.48,106.24,100.58,99.969,97.997,96.336,98.951,94.167,102.96,100.22,95.243,100.82,105.55,99.586,100.11,100.53,98.753,99.802,101.14,100.05,82.755,100.25,101.81,99.614,98.786,105.69,105.91,100.07,96.7,105.88,106.28,103.92,102.38,108.1,108.53,102.34,108.14,99.674,107.03,105.66,96.85,94.819,96.536,98.327,99.889,93.372,98.233,101.74,99.712,100.16,100.75,100.86,97.754,101.47,100.17,108.39,100.09,92.747,99.465,100.79,106.41,108.24,101.11,98.621,99.06,98.934,106.34,106.27,99.812,93.161,97.937,100.91,107.64,97.81,99.228,105.68,101.21,91.947,96.948,93.687,107.09,98.831,91.755,97.006,100.69,99.272,93.293,90.053
155,4.9076,106.77,94.476,73.565,110.1,111.64,109.68,104.75,103.01,108.83,101.64,105.34,73.158,103.29,104.19,112.89,103.66,98.685,97.735,112.09,105.9,105.38,111.95,114.56,108.15,103.65,101.74,105.1,112.57,105.87,105.56,105.28,100.55,104.91,100.76,107.71,107.07,101.82,110.86,111.57,106.86,106.51,107.39,105.81,106.3,107.04,104.75,86.031,107.04,106.84,106.02,104.15,111.58,111.53,107.03,102.82,111.99,111.42,110.2,110.53,114.3,112.67,107.74,113.61,106.25,112.33,110.88,103.03,100.68,103.14,103.95,106.95,99.205,105.58,107.42,105.86,105.69,107.94,107.65,106.97,106.56,106.6,111.19,108.02,98.275,106.22,107.58,112.63,112.59,106.3,105.45,106.04,105.14,112.07,112.38,106.77,97.399,104.64,106.83,113.41,103.85,106.89,112.49,108.11,99.1,102.92,97.872,113.13,105.38,98.158,104.33,106.5,106.1,99.854,97.754
155,5.5498,106.75,89.319,67.796,110.89,112.36,111.12,103.72,102.66,109.83,104.2,107.63,67.874,103.25,105.14,113.87,107.42,99.693,99.044,113.16,107.96,105.15,112.94,114.73,109.06,104.88,101.54,106.73,113.44,108.23,108.11,108.49,99.201,106.18,102.41,108.9,107.72,103.6,109.97,111.48,107.81,107.39,107.95,105.15,108.14,109,107.09,85.241,109.54,108.29,106.81,106.36,112.37,112.99,107.81,105.25,112.68,111.98,110.56,110.17,114.53,114.29,109,114.88,107.24,113.61,112.55,105.08,101.72,105.63,104.82,107.58,99.151,107.11,109.01,107.3,107.63,109.45,109.72,108.97,108.35,107.54,113.22,109.21,100.07,107.41,108.89,112.86,113.7,107.55,106.58,107.18,107.25,112.63,112.87,108.16,99.364,104.67,108.83,113.61,105.16,109.32,112.95,109.54,99.797,104.01,99.35,113.95,105.87,98.244,105.73,109.44,108.15,100.06,98.647
155,6.199,100.17,85.2,75.271,109.01,110.23,108.48,100.6,99.471,112.16,106.07,105.86,80.566,101.46,104.09,115.19,108.49,98.181,97.101,114.58,105.97,103.67,114.41,115.91,107.86,102.9,102.43,105.92,114.65,107.08,108.2,107.55,99.296,107.4,104.24,110.65,108.59,105.22,110.2,113.43,108.45,108.26,110.29,108.04,108.96,110.42,108.12,87.948,109.77,109.91,108.99,107.49,113.92,115.6,108.54,105.01,113.38,114.03,112.43,112.09,116.63,116.6,109.38,116.51,109.1,114.81,114.53,106.93,103.78,107.11,108.52,108.82,103.3,107.83,110.37,107.97,109.15,110.91,110.33,109.81,109.59,108.18,116.1,109.52,102.85,108.46,109.57,115.5,114.57,109.59,107.73,108.01,107.54,114.54,114.15,106.76,99.975,105.13,108.88,114.84,104.07,109.47,114.44,108.35,100.23,102.14,95.45,115.53,105.01,106.48,104.63,109.14,107.4,101.11,99.003
155,7.2971,86.605,86.991,73.504,98.914,100.67,99.504,93.469,92.845,107.7,100.34,98.901,82.982,97.477,98.59,110.85,103.73,99.747,90.022,110.85,99.841,99.407,110.67,111.7,103.43,97.907,98.103,102.21,110.51,103.42,104.74,101.04,90.934,104.14,101.51,106.89,105.68,101.83,106.57,110.02,106.5,106.55,106.12,104.01,105.03,107.62,104.61,83.672,105.55,107.11,106.56,103.65,111.53,111.13,105.55,103.36,110.92,110.71,109.79,108.49,113.84,112.33,106.22,112.98,105.77,110.75,111.1,103.84,99.494,103.42,103.14,105.89,97.534,105.46,106.95,104.58,106.22,107.51,106.82,107.13,106.38,105.73,111.32,106.84,98.433,105.71,107.36,111.55,111.07,105.03,104.74,104.72,105.82,111.69,110.5,102.74,98.162,103.25,106.25,111.55,97.704,106.94,111.78,104.12,98.66,93.924,89.312,111.37,101.27,101.52,102.49,103.22,105.25,98.968,96.023
155,13.2118,97.411,103.73,105.13,115,116.52,108.15,106.49,105.82,114.03,109.77,107.27,104.95,106.84,105.82,116.79,107.57,105.37,105.01,115.63,106.58,108.21,116.13,116.64,107.81,106.88,106.1,104.88,116.05,108.31,108.14,104.87,105.99,107.75,105.27,112.08,109.68,107.88,108.16,114.54,108.29,107.87,108.76,111.03,107.29,109.55,108.1,104.91,108.32,109.68,108.09,106.02,115.51,116.64,107.96,107.3,116.01,115.06,114.14,112.26,116.92,116.66,111.8,116.73,109.55,116.58,115.93,108.63,105.4,107.09,110.65,109.43,108.2,108.23,109.26,107.53,109.33,108.94,108.18,109.21,110.36,108.17,117.21,108.5,105.53,108.93,108.16,115.84,115.97,108.45,108.67,107.58,106.8,115.5,115.2,106.86,102.35,106.68,105.87,115.82,107.32,106.93,115.7,107.63,104.79,101.82,104.08,116.17,107.15,105.34,105.41,106.96,106.18,110.2,103.6
155,16.0402,101.78,101.04,103.79,113.28,113.97,105.47,104.45,103.74,112.36,107.8,105.07,102.92,105.05,103.93,114.68,105.39,104.29,103.75,113.33,104.31,105.38,113.94,114.72,105.49,104.14,102.7,102.76,113.11,105.18,105.66,102.88,103.74,105.17,103.84,110.15,106.51,105.3,104.87,110.77,105.31,104.93,105.64,108.3,104.32,107.05,105.74,101.57,106.35,107.76,105.59,102.74,113.49,114.47,105.55,105.05,113.39,112.64,112.08,109.94,115.47,114.92,109.85,114.92,106.51,113.94,113.81,106.49,103.02,104.27,108.03,106.85,106.09,105.69,105.81,106.47,106.4,106.15,106.06,106.88,108.06,106.03,114.77,106.13,103.32,106.04,105.64,113.7,113.5,105.55,105.87,104.63,104.77,112.9,112.64,103.92,98.817,103.15,103.78,113.27,104,103.94,113.63,104.75,103.76,100.68,102.39,114.28,105.19,102.7,102.83,104.81,104.63,109.05,102.32
160,0.2222,82.357,81.629,82.612,83.414,85.371,80.968,81.54,80.76,80.695,74.32,77.485,76.482,81.84,81.941,85.11,78.013,79.641,81.945,83.778,83.129,84.012,82.583,84.582,83.662,80.015,80.604,82.84,84.092,83.162,82.604,80.121,84.414,81.513,73.922,83.06,83.658,75.33,82.241,82.961,81.568,81.266,83.309,77.146,79.657,81.346,82.501,67.578,79.118,83.696,81.714,79.324,83.537,82.841,81.049,76.451,86.121,84.434,83.698,82.684,85.184,84.811,83.646,85.383,82.194,85.141,82.151,78.532,76.191,77.801,76.233,79.533,80.68,80.783,81.785,83.492,82.272,82.887,81.745,81.851,83.264,81.193,85.399,81.468,73.617,82.296,82.722,86.171,85.79,83.124,82.23,81.675,79.795,83.429,84.874,83.586,77.461,81.97,81.475,85.61,80.271,80.394,83.955,82.449,74.358,80.672,79.138,86.567,80.493,79.243,80.229,84.161,80.436,77.569,78.956
160,1.6717,96.05,95.578,92.431,98.791,100.79,98.2,97.565,96.389,96.851,91.109,95.135,77.894,96.892,96.057,100.13,92.643,92.941,92.16,99.247,98.612,99.453,98.981,101.7,99.933,93.969,95.515,96.208,98.719,97.466,96.015,96.708,95.694,95.488,89.881,97.059,96.633,91.42,97.262,96.319,96.136,95.316,96.758,95.887,95.179,97.418,94.518,77.947,96.919,95.881,94.512,93.294,98.213,100.39,95.669,93.529,101.69,100.02,99.189,100.3,102.78,102.62,97.635,100.95,98.731,99.476,99.346,92.004,93.216,93.43,95.511,96.774,86.847,96.221,96.933,95.822,95.277,96.71,96.721,96.609,96.325,95.825,100.15,97.407,90.144,96.972,96.972,100.89,100.71,94.308,96.217,95.248,94.695,99.024,99.627,98.691,90.915,94.664,95.407,100.14,95.717,95.86,100.26,98.216,90.049,94.029,92.68,101.25,95.876,92.515,95.097,98.131,95.596,88.998,90.131
160,2.438,103.82,102.06,94.773,107.89,110.16,106.58,105.05,103.97,106.05,99.725,104.49,78.003,101.84,103.11,109.77,100.78,97.518,96.89,108.59,105.28,105.5,108.18,110.87,106.86,98.748,101.32,103.76,108.24,106.14,103.32,105.02,101.04,101.73,96.665,105.18,103.44,98.115,103.19,106.82,102.94,101.81,103.9,102.89,102.86,104.54,102.07,81.223,104.22,103.48,102.26,101.23,107.81,109.57,102.35,100.49,109.56,107.53,106.26,106.44,110.95,110.62,105.54,110.35,104.05,108.78,108.53,99.783,99.527,100.26,102.53,103.11,90.006,102.35,103.11,101.69,102.28,104.44,104.63,103.17,103.23,102.62,109.44,103.74,95.759,103.17,103.97,109.32,109.99,103.91,102.29,101.7,101.81,108.73,108.94,105.4,95.972,101.1,102.37,109.93,102.59,103.84,109.8,106.93,97.49,100.73,98.739,110.74,103.45,97.526,100.81,106.11,103.96,94.878,95.676
160,2.595,102.07,97.673,84.351,104.89,106.06,104.33,101.6,97.935,102.54,95.307,100.79,69.568,98.749,100.25,107.05,98.875,93.486,93.944,105.81,101.92,100.36,105.46,108.13,103.09,95.997,97.988,101.22,105.79,101.84,100.6,98.432,97.173,98.876,93.209,102.36,101.08,94.884,100.77,104.44,100.87,99.956,101.96,97.211,101.26,101.71,99.444,79.361,101.08,101.56,99.213,98.561,105.6,105.6,100.77,97.105,106.16,105.05,103.37,103.13,107.8,106.68,103.06,107.66,100.64,105.41,105.16,97.404,95.106,96.824,97.636,101.33,86.25,99.979,101.18,99.666,100.14,101.99,101.6,93.759,101.63,100.81,105.98,101.75,92.076,101,101.62,105.9,106.72,101.61,99.268,99.57,99.484,105.94,105.24,102.25,93.062,97.454,101.46,107.65,98.792,100.72,106.45,103.07,94.22,97.568,94.073,107.11,99.952,93.463,97.701,101.99,99.752,92.924,91.501
160,3.3659,101.47,95.505,73.89,104.89,106.42,104.57,100.34,97.289,102.56,96.292,100.7,68.455,98.733,99.008,107.61,99.11,92.795,92.794,106.72,102.24,100.11,105.98,108.67,103.67,96.81,96.862,102.04,107.18,102.05,101.9,91.306,96.438,99.366,94.31,103.62,102.08,96.816,101.54,105.93,101.97,101.33,102.9,98.372,101.51,102.85,100.61,80.17,101.32,103.02,100.63,99.632,105.18,107.21,100.9,98.21,107.7,106.33,105.17,104.03,108.68,107.99,103.81,108.7,102.27,107.08,107.08,97.933,96.226,99.064,98.427,102.08,89.848,100.74,102.66,100.8,101.71,103.56,103.44,102.63,102.7,101.04,107,101.66,94.134,101.68,102.87,107,107.51,102.67,100.62,101.03,100.75,106.27,106.56,102.07,93.165,98.235,102.73,108.24,98.538,101.39,106.56,103.19,93.748,96.472,93.18,107.98,100.54,85.796,98.409,102.71,100.29,93.859,91.939
