x,y,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114
15,4.179,98.5,99.718,100.39,103.52,105.13,100.84,102.61,100.97,101.63,95.575,100.79,101.64,102.27,101.85,106.4,100.17,102.22,101.15,105.77,103.16,104.08,105.59,108.4,104.23,103.43,100.06,81.94,106.43,103.45,103.14,101.71,105.07,102.25,102.87,104.67,102.89,98.795,99.128,106.65,102.44,103.8,104.68,97.715,103.78,106.02,101.21,101.19,103.68,106.85,100.43,88.209,105.48,105.53,102.4,99.706,106.76,106.07,104.72,103.87,107.75,109.91,104.82,108.48,103.65,106.98,106.57,101.44,98.157,100.06,101.06,102.25,102.09,104.28,104.53,102.61,105.81,105.21,103.3,101.62,99.911,103.67,106.84,100.42,100.64,104.83,102.07,104.87,108.36,101.72,101.68,104.41,104.6,107.25,107.96,103.52,96.357,102.89,102.88,108.28,103.48,102.6,107.04,102.85,100.91,103.46,102.39,108.56,104.53,91.668,101.92,104.18,109.51,101.82,97.174
15,4.9076,102.57,99.217,103.22,107.19,108.09,103.43,104.76,103.55,104.24,96.695,103.64,104.28,104.87,104.48,108.59,103.06,104.38,105.14,107.7,104.96,106.59,108.21,111.03,107.1,105.63,102.95,87.955,108.8,104.06,104.92,104.29,106.91,104.8,105.26,106.11,104.84,101.13,105,109.02,105.31,105.65,106.05,99.897,105.56,106.86,104.59,104.28,104.22,107.76,102.41,93.245,108.27,107.51,104.94,101.76,108.76,108.23,107.09,108.09,110.41,110.82,107.19,109.4,105.41,109.07,108.11,103.48,100.11,101.53,103.34,104.4,104.67,106.36,106.05,106.06,106,106.25,105.71,103.39,101.68,105.77,107.68,103.7,103.45,106.77,104.38,106.93,109.89,103.49,104.27,106.92,107.11,109.24,109.72,104.88,96.692,105.01,105.34,111.11,105.25,105.72,109.29,105.64,103.89,106.04,105.18,111.41,106.85,104.63,104.98,105.86,111.85,105.07,98.543
15,5.5498,105.18,99.622,106.78,110.99,111.42,107.68,108.68,106.89,107.94,101.94,107.7,107.96,108.46,107.14,111.94,107.19,108.2,110.17,111.32,108.64,111.37,111.69,114.01,110.18,108.97,106.21,89.669,112.7,108.77,108.26,107.5,111.1,107.37,108.26,109.63,108.47,104.86,107.7,111.78,108.6,109.06,107.99,104.01,109.46,110.7,108.55,108.02,106.92,111.03,105.99,96.744,111.59,111.57,108.39,106.59,112.54,111.86,110.9,111.12,113.87,113.79,110.62,113.32,107.86,112.55,111.92,107.86,103.03,105.97,106.51,108,107.74,109.84,111.11,109.09,109.29,109.73,110.07,106.07,105.4,109.77,111.24,108.1,106.44,111.01,107.77,110.46,112.62,107.51,107.85,109.55,110.38,112.3,111.93,108.72,95.649,108.45,108.33,113.49,108.96,108.95,112.25,109.05,107.27,109.48,109.57,113.36,109.96,108.46,108.02,109.59,114.65,109.21,102.92
15,6.199,103.18,98.951,106.19,110.33,111.16,107.09,107.78,106.86,109.55,103.59,108.52,108.83,110.51,106.25,113.49,108.65,110.21,111.61,112.68,109.6,112.86,113.12,115.16,111.43,109.73,106.61,87.332,113.89,109.7,108.4,109.46,112.92,109.59,110.82,111.04,109.94,106.91,109.99,113.39,110.46,111.05,107.89,105.87,111.37,112.5,111.02,108.05,106.07,113.14,107.63,97.543,112.9,113.31,109.31,107.55,113.78,112.38,111.8,112.73,114.84,115.6,111.95,114.45,109.64,114.12,114.25,110.73,105.3,106.99,108.59,109.56,108.81,112.52,112.78,111.99,110.49,112.38,112.33,109.53,107.03,111.41,113.81,110.69,109.04,112.86,109.89,112.67,114.21,110.19,108.99,111.72,111.37,114.28,113.18,109.79,92.013,109.34,110.05,114.99,109.97,110.38,114.57,110.08,108.73,110.41,110.69,115.45,110.13,109.27,108.13,110.49,115.01,110.52,103.49
15,7.2971,95.038,99.314,100.06,103.5,104.47,101.95,102.55,99.07,107.83,101.34,107.55,106.88,108.67,107.66,111.51,107.33,108.76,109.63,111.41,108.62,111.8,111.7,113.9,110.13,108.6,106.64,88.863,111.89,108.3,108.24,107.7,111.04,108.42,109.35,109.23,109.21,104.98,107.59,112.53,109.29,109.52,106.47,103.97,110.1,111.11,110.25,106.82,91.642,111.15,106.85,95.574,111.95,111.9,108.23,107.23,112.28,111.58,111.03,111.57,114.56,114.84,110.82,113.61,108.54,112.43,112.79,108.66,103.39,105.79,106.98,108.64,107.42,110.98,111.08,111.16,109,110.84,110.18,107.05,106.26,110.33,112.12,109.16,107.27,111.22,108.87,111.8,112.94,108.84,108.01,110.76,109.32,112.86,112.41,108.82,85.262,107.89,108.43,113.08,108.66,108.2,112.99,109.24,107.64,109.55,109.52,113.75,111.06,107.82,102.63,109.69,112.36,109.75,103.1
15,13.2118,104.41,105.19,104.9,108.76,110.18,105.45,105.76,102.35,109.13,103.77,106.99,108.42,111.03,109.08,113.43,108.77,110.87,111.15,113.45,110.17,112.72,113.51,115.15,111.5,109.93,108.39,91.84,114.1,109.48,109.75,109.34,111.18,109.85,108.5,111.02,110.17,106.66,110.26,114.82,110.14,109.86,106.07,107.72,111,112.1,112.29,108.57,79.218,111.93,108.12,97.112,113.3,114.27,109.67,108.28,114.03,113.05,112.5,112.49,115.42,115.03,111.95,115.04,109.49,114.45,114.22,110.19,106.37,107.74,109.67,109.81,109.06,111.66,111.54,112.03,107.2,112.21,111.89,108.34,108.07,111.14,114.35,110.55,109.6,111.74,110.27,112.62,114.69,110.72,109.33,112.53,109.08,115.03,114.12,109.98,107.57,108.02,105.79,115.12,109.84,109.46,114.19,110.14,109.11,108.97,110.14,115.39,112.48,109.23,105.92,110.56,115.89,71.184,109.06
15,16.0402,106.73,109.41,108.91,114.03,115.18,108.99,109.86,109.6,111.45,105.16,108.64,108.7,110.31,110.26,115.32,108.86,109.1,108.7,114.32,110.95,110.86,114.32,116.27,111.63,109.86,108.73,104.38,114.57,110.7,110.22,108.74,109.84,109.2,108.43,111.66,109.37,107.01,107.71,115.11,108.3,107.61,107.21,109.99,109.02,109.66,109.3,107.79,93.622,110.23,107.14,102.3,113.78,115.12,108.96,108.78,115.09,113.51,112.79,112.47,116.11,117.1,111.43,115.88,109.78,115.22,115.39,108.93,107.92,108.14,110.9,109.58,108.82,108.76,110.2,109.38,106.76,108.22,108.54,106.53,108.88,108.84,114.2,108.91,105.9,109.48,108.16,114.58,114.85,108.82,109.48,110.07,110.78,114.93,114.84,108.88,108.03,109.25,100.66,115.09,109.62,109.67,114.61,109.61,109.64,110.99,110.1,115.52,110.42,108.71,109.46,111.38,111.84,66.754,110
20,0.2222,81.212,81.819,80.51,83.278,85.912,80.981,79.01,78.903,82.105,71.947,80.331,82.181,77.339,81.667,84.213,76.37,77.744,76.098,84.576,79.561,77.771,82.19,85.934,82.166,81.592,78.921,81.522,84.887,80.163,80.037,79.802,78.481,80.496,78.674,81.028,80.358,73.351,81.299,83.178,82.605,81.736,79.806,76.501,76.549,76.228,80.95,80.601,76.805,82.315,78.307,75.416,82.276,78.891,79.429,78.402,84.649,80.618,79.897,81.181,83.361,86.955,84.03,83.014,82.139,81.616,81.127,76.451,73.477,75.966,74.173,80.08,80.094,82.233,78.949,78.984,81.549,80.967,79.987,81.84,74.133,82.535,80.607,81.472,71.873,81.677,79.595,84.891,85.645,77.895,80.829,82.329,80.667,83.896,85.826,79.292,72.059,78.783,80.467,85.973,79.416,78.546,80.863,78.973,76.314,77.606,80.395,86.622,79.875,76.649,76.909,81.429,82.189,79.176,73.134
20,1.6717,91.114,91.099,91.743,93.491,94.175,91.948,91.193,87.846,88.663,83.089,90.531,93.094,90.796,89.921,92.341,87.936,90.02,89.631,92.767,91.609,91.766,93.136,95.208,92.446,91.699,89.45,89.002,92.792,90.136,91.769,90.411,89.117,90.54,88.525,91.188,92.139,88.815,90.317,92.822,91.64,91.376,89.733,88.299,89.409,90.201,90.761,92.081,85.722,91.735,89.136,84.388,92.224,91.922,91.024,87.117,94.451,93.381,92.441,92.785,94.155,95.278,93.875,94.671,92.502,93.263,91.222,87.074,86.931,87.698,88.067,89.348,93.007,89.917,90.516,93.127,92.593,91.522,89.648,89.658,87.105,89.787,92.661,89.481,87.865,91.684,89.431,92.122,94.928,88.754,90.322,90.932,90.522,94.25,94.769,92.108,87.199,93.217,91.895,95.499,92.849,91.553,94.27,92.729,89.607,91.835,92.699,95.73,93.879,92.397,92.509,93.819,94.475,92.901,86.286
20,2.438,100.93,102.09,101.6,105.38,106.73,102.2,101.98,101.24,101.78,93.95,100.65,102.51,101.62,102.21,104.28,98.859,101.82,100.83,104.26,102.69,102.87,105.56,107.39,103.32,102.51,100.29,87.729,104.1,102.53,102.01,102.35,101.73,101.09,100.37,102.69,101.99,99.128,99.225,105.07,101.65,102.73,101.37,98.593,100.83,101.8,101.57,101.36,98.619,104.65,99.883,89.656,104.12,104.81,101.59,98.603,106.65,105.27,103.65,103.74,106.69,106.87,104.3,107.27,103.38,106.1,105.19,99.682,98.319,98.197,99.873,101.66,102.03,101.78,102.14,104.35,105.22,102.76,100.86,101.79,98.678,100.44,104.49,99.828,98.248,102.58,99.801,104.21,105.94,100.11,101.56,102.41,100.92,106.16,105.86,102.85,98.338,102.43,102.69,107.65,103.42,102.66,105.89,104.24,100.57,103.4,103.6,107.15,103.62,103.06,102.44,104.02,106.62,101.42,96.61
20,2.595,100.72,102.87,101.67,106.29,107.42,102.62,102.86,102.52,103.2,95.558,102.85,103.12,102.77,102.99,106.93,99.927,102.39,101.77,106.24,103.92,104.45,106.96,109.53,104.87,102.94,101.33,88.417,106.84,104.4,102.86,100.77,104.79,102.55,103.1,104.61,103.68,99.499,100.92,106.87,103.32,105.6,105.52,98.332,103.01,104.88,103.33,100.47,103.44,107.79,101.04,88.667,105.93,106.05,103.9,99.839,107.57,105.8,104.68,104.59,108.24,109.25,104.58,108.52,104.67,106.96,106.33,102.87,99.348,99.94,101.21,104.16,102.41,103.25,104.13,103.33,107.77,107.35,103.7,103.42,99.99,104.26,106.85,101.66,100.09,104.49,101.52,105.27,107.55,101.46,103.36,104.97,103.97,107.19,107.98,104.01,98.178,104.12,103.57,108.52,104.36,103.69,106.97,104.28,101.71,104.86,104.33,108.49,105.15,102.67,103.42,105.21,111.3,101.49,97.631
20,3.3659,99.786,101,100.57,104.9,106.01,101.81,102.62,101.1,101.57,94.583,101.54,102.51,102.38,101.98,106.54,99.784,101.85,100.75,105.19,103.16,103.65,105.96,108.59,104.1,103.37,100.58,87.383,105.79,103.74,102.81,97.049,104.36,101.83,102.8,104.35,103.2,99.277,99.836,106.62,102.61,105.18,105.25,96.908,102.9,106.04,102.02,100.17,103.62,107.65,100.81,88.513,105.38,105.85,102.64,98.73,107.09,105.14,104.9,104.11,107.26,109.39,105.01,107.98,103.67,107.17,106.49,102.8,97.766,100.7,99.894,102.94,102.74,103.57,103.29,103.07,106.81,106.51,103.41,101.87,99.787,103.2,106.15,99.867,100.11,104.57,101.25,105,107.69,101.07,102.48,104.2,105.39,106.47,107.01,103.89,97.188,104.02,103.54,107.85,104.21,103.59,106.61,103.4,101.21,103.71,103.44,108.48,105.16,44.397,101.34,104.62,110.39,101.69,96.255
20,4.179,97.994,99.096,100.03,103.28,105.16,100.47,102.24,100.63,101.95,95.186,100.23,101.03,101.58,101.58,106.61,99.474,101.7,100.66,105.9,102.61,103.19,105.44,108.58,103.66,102.84,99.693,86.033,106.63,103.4,102.71,101.06,104.52,102.02,102.35,104.67,102.43,98.206,98.719,106.57,101.83,103.85,104.66,97.68,103.34,105.81,102.14,99.108,103.36,106.9,100.23,91.596,105.46,105.44,102.05,99.183,106.64,105.85,104.51,103.62,107.65,109.98,104.51,108.53,103.5,107.01,106.59,102.13,97.623,99.645,100.7,102.03,101.47,103.6,104.02,102.2,106.09,105.45,102.57,102.27,99.62,103.05,106.93,100.1,99.497,104.06,101.28,104.92,108.3,100.97,101.68,103.34,105.13,107.17,107.94,102.89,95.66,102.4,102.33,108.2,102.98,102.05,106.84,102.21,99.934,102.72,101.85,108.53,103.38,93.113,100.97,103.54,109.31,101.24,96.246
20,4.9076,102.61,98.884,103.83,107.52,108.7,103.58,104.9,103.59,105.03,96.641,103.68,104.58,104.76,104.66,109.17,102.9,104.28,105.03,108.24,104.94,106.29,108.49,111.62,107.05,105.54,103.05,92.106,109.37,104.06,104.86,104.29,106.84,104.94,105.26,106.45,104.92,101.05,105.09,109.23,105.27,106.04,106.44,100.41,105.62,106.82,105.84,102.56,104.43,108.29,102.62,96.596,108.63,107.86,105.06,101.76,109.03,108.39,107.37,108.42,110.75,111.25,107.42,109.74,105.72,109.46,108.45,104.26,100.09,101.68,103.41,104.71,104.78,106.49,105.96,106.07,106.98,107.04,105.58,103.74,101.76,105.81,108.05,103.9,102.97,106.58,104.07,107.4,110.23,103.14,104.28,106.42,108.01,109.52,110.06,104.8,96.329,105.04,105.25,111.46,105.28,105.68,109.5,105.49,103.51,105.81,105.01,111.73,106.26,104.63,104.65,105.72,111.75,104.93,98.191
20,5.5498,104.83,98.778,107.09,111.02,111.63,107.53,108.43,106.73,108.37,101.7,107.44,107.69,108.04,107.1,112.23,106.75,107.82,109.58,111.57,108.32,110.67,111.64,114.23,109.87,108.53,106.04,93.57,112.96,108.75,107.95,107.36,110.72,107.19,107.77,109.69,108.16,104.41,107.29,111.76,108.14,109.28,108.53,104.06,109.23,110.55,109.49,106.05,107.03,111.47,105.81,99.94,111.56,111.62,108.26,106.16,112.46,111.71,110.85,111.06,113.9,113.95,110.47,113.43,107.88,112.6,111.97,108.34,102.71,105.72,106.24,107.93,107.35,109.67,110.71,108.73,110.07,110.3,109.78,107.11,105.28,109.48,111.42,107.89,105.82,110.51,107.23,110.59,112.76,106.92,107.85,108.81,111.28,112.25,111.96,108.3,94.691,108.2,107.95,113.55,108.61,108.6,112.16,108.59,106.6,108.96,109,113.41,109.11,108.17,107.5,109.2,114.48,108.66,102.27
20,6.199,102.46,97.831,106.03,110.1,111.18,106.74,107.4,106.5,109.95,103.35,108.17,108.52,109.86,106.19,113.73,108.21,109.7,110.79,112.89,109.17,112.1,113.12,115.41,111.13,109.3,106.37,91.813,114.12,109.67,108.15,109.43,112.64,109.19,110.32,111.08,109.53,106.46,109.4,113.37,109.87,111.17,108.59,106.06,110.95,112.31,111.76,105.81,106.53,113.57,107.35,100.57,112.93,113.41,109.14,107.01,113.74,112.25,111.74,112.65,114.89,115.8,111.81,114.6,109.53,114.17,114.37,111.12,105.02,106.63,108.37,109.36,108.33,112.19,112.11,111.58,111.24,112.74,111.82,110.33,106.84,111.1,114,110.21,108.39,112.23,109.14,112.84,114.31,109.39,108.98,110.92,112.5,114.29,113.22,109.4,90.576,109.13,109.68,115.07,109.63,110.02,114.51,109.59,108.08,109.94,109.99,115.53,109.35,108.95,107.67,110.15,114.83,110.01,102.73
20,7.2971,93.791,98.243,99.415,102.88,104.12,101.25,101.83,98.569,107.94,100.6,106.92,106.16,107.76,107.22,111.39,106.61,107.92,108.62,111.27,107.89,110.88,111.43,113.83,109.48,107.87,106.11,92.166,111.75,108.24,107.69,108.62,110.54,107.74,108.61,109.03,108.52,104.22,106.8,112.37,108.55,109.55,107.29,103.83,109.7,110.91,110.74,103.93,92.608,111.22,106.26,98.421,111.77,111.73,107.85,106.58,112.02,111.21,110.73,111.27,114.39,114.8,110.43,113.52,108.22,112.25,112.64,108.8,102.79,105.16,106.41,108.2,106.68,110.48,110.25,110.58,109.66,110.96,109.65,107.63,105.79,109.98,112,108.61,106.31,110.51,108.01,111.69,112.73,107.85,108,109.92,110.2,112.62,112.21,108.2,83.211,107.51,107.8,112.89,108.1,107.61,112.69,108.55,106.82,108.83,108.66,113.55,109.95,107.46,102.08,109.06,112.18,108.91,102.12
20,13.2118,104.63,105.24,105.47,109.46,111.15,105.76,106.01,102.76,109.69,103.81,106.78,108.42,110.62,109.01,113.89,108.43,110.37,110.64,113.85,109.9,112.49,113.75,115.56,111.19,109.71,108.27,95.545,114.52,109.47,109.54,111.18,111.03,109.54,108.21,111.16,109.86,106.27,109.88,114.95,109.77,110.06,107.32,108.12,110.78,112.07,113.03,108.19,81.446,112.28,107.76,97.996,113.48,114.57,109.6,108.14,114.15,113.1,112.54,112.54,115.62,115.43,111.87,115.35,109.46,114.76,114.44,110.74,106.22,107.49,109.66,109.61,108.78,111.43,111.01,111.71,108.49,112.55,111.79,109.16,107.86,110.98,114.67,110.28,109.14,111.38,109.73,112.95,114.95,110.16,109.33,112.16,110.52,115.22,114.28,109.67,107.26,108.1,105.58,115.27,109.62,109.17,114.21,109.78,108.65,108.85,109.52,115.61,111.66,108.94,105.5,110.32,115.79,68.775,108.54
20,16.0402,106.38,108.91,108.31,113.88,115.25,108.54,109.41,109.24,111.59,104.75,108.06,107.93,109.96,109.88,115.35,108.35,108.71,108.4,114.32,110.46,110.4,114.15,116.26,111.26,109.41,108.22,104.68,114.58,110.65,109.64,108.49,109.61,108.83,107.97,111.45,108.87,106.24,107.37,114.95,107.94,107.31,107.04,109.78,108.54,109.54,108.86,106.82,95.013,109.99,106.75,101.96,113.55,115,108.53,108.33,114.8,113.19,112.47,112.05,115.97,117.04,111.06,115.82,109.35,115.1,115.28,108.9,107.37,107.57,110.38,109.18,107.83,108.52,109.74,109.09,106.84,107.97,108.24,106.63,108.36,108.55,114.18,108.53,105.44,108.97,107.73,114.51,114.77,108.36,109.47,109.52,110.2,114.81,114.63,108.26,107.52,108.81,100.15,114.96,109.09,109.03,114.39,108.98,108.91,110.54,109.4,115.38,109.8,108.24,108.87,110.84,111.8,64.573,109.24
25,0.2222,81.243,81.899,80.631,83.25,85.825,80.969,79.376,79.146,82.177,71.897,80.253,82.327,78.05,81.797,84.164,76.408,79.043,77.082,84.465,80.237,78.324,82.142,85.765,82.402,81.472,79.361,81.51,84.806,80.343,80.006,79.749,79.234,80.603,78.647,81.224,80.546,73.253,81.355,83.166,82.547,81.714,79.837,76.532,76.677,76.446,81.016,77.672,77.214,82.439,78.552,75.725,82.365,79.137,79.479,78.209,84.655,80.808,80.112,81.314,83.512,86.881,83.945,83.247,82.189,81.835,81.199,76.719,73.589,76.023,74.313,79.991,80.091,82.088,79.134,79.831,81.544,81.089,80.095,81.838,74.664,82.489,80.809,81.454,71.786,81.645,79.731,84.966,85.66,78.256,80.831,82.294,80.593,83.837,85.695,79.654,72.951,79.646,80.433,85.922,79.385,78.603,81.063,79.132,76.374,78.467,80.735,86.568,80.316,77.796,77.622,81.699,82.289,79.523,74.387
25,1.6717,91.694,91.539,92.483,93.943,95.264,92.58,91.823,88.403,89.818,83.815,91.071,94.009,91.383,90.667,93.531,88.487,90.654,90.44,93.82,92.257,92.311,93.983,96.262,93.121,92.275,90.035,89.147,93.909,90.594,92.224,90.797,90.083,91.318,89.45,92.051,92.839,89.319,91.311,92.909,92.427,91.993,89.825,89.358,90.084,90.616,91.505,90.7,86.982,92.43,89.958,86.482,93.103,92.954,91.706,88.281,95.317,94.209,93.299,93.765,95.28,96.493,94.525,95.621,93.459,94.228,92.248,88.179,87.732,88.498,89.047,90.329,93.957,90.908,91.444,94.222,93.735,92.096,90.354,90.64,87.823,90.37,93.74,90.24,88.261,92.335,90.131,93.116,95.741,89.226,90.333,91.222,91.187,94.978,95.593,92.493,87.623,93.699,92.229,96.262,93.285,91.927,94.852,92.841,89.697,92.209,93.114,96.463,94.133,92.742,92.663,94.048,94.714,93.197,86.665
25,2.438,100.9,102.11,101.69,105.56,107.41,102.23,101.97,101.31,102.52,94.173,100.62,102.62,101.5,102.32,105.12,98.827,101.75,100.99,104.93,102.67,102.85,105.88,108.12,103.45,102.46,100.35,88.096,104.82,102.53,101.94,102.19,101.81,101.33,100.53,103.05,102.14,99.079,99.675,105.11,101.84,102.68,101.43,99.08,100.84,101.88,101.79,98.699,98.954,104.64,100.15,91.774,104.53,105.26,101.81,99.04,106.96,105.42,103.85,104.01,107.11,107.52,104.42,107.74,103.59,106.48,105.67,100.17,98.357,98.393,100.23,101.91,101.95,102.08,102.39,104.66,105.67,102.78,100.88,102.13,98.74,100.47,105.07,100.16,97.982,102.63,100,104.75,106.46,100.22,101.56,102.09,101.04,106.52,106.33,102.7,98.207,102.46,102.55,107.92,103.36,102.54,106.15,104.19,100.17,103.16,103.55,107.68,103.37,103.04,102.3,103.87,106.24,101.57,96.279
25,2.595,100.23,102.38,101.27,106.16,107.39,102.23,102.43,102.11,103.32,94.828,102.29,102.5,102.14,102.61,106.99,99.274,101.86,101.41,106.22,103.38,103.82,106.72,109.56,104.54,102.42,100.88,88.864,106.83,103.97,102.32,99.97,104.01,102.27,102.68,104.5,103.26,98.805,100.72,106.84,102.86,105.08,105.49,98.002,102.33,104.66,103.05,97.431,102.69,107.06,100.71,90.839,105.76,105.85,103.53,99.542,107.37,105.47,104.34,104.29,108.09,109.18,104.18,108.38,104.35,106.73,106.19,102.95,98.711,99.445,100.75,103.87,101.55,102.8,103.74,103.22,107.55,106.92,102.87,103.24,99.596,103.79,106.83,101.58,98.959,103.87,101.11,105.23,107.39,100.99,103.35,103.84,103.39,106.96,107.77,103.4,97.542,103.64,102.96,108.25,103.75,103.04,106.63,104.05,100.67,104.01,103.72,108.3,104.04,102.1,102.59,104.48,109.82,100.98,96.588
25,3.3659,99.379,100.61,100.45,104.85,106.16,101.54,102.35,100.86,101.92,94.227,101.18,102.17,102.01,101.81,106.79,99.249,101.5,100.52,105.37,102.78,103.01,105.88,108.82,103.86,103.04,100.34,87.875,106.05,103.45,102.46,96.115,103.83,101.75,102.46,104.39,102.93,98.847,99.78,106.61,102.2,105.14,105.26,96.928,102.28,105.78,102.52,97.428,103.18,107.43,100.73,91.161,105.33,105.91,102.43,98.562,107.05,104.98,104.82,104,107.26,109.53,104.83,108.1,103.58,107.24,106.56,103.34,97.385,100.47,99.615,102.83,102.23,103.19,103.06,102.91,106.82,106.37,102.78,101.68,99.617,102.84,106.29,99.832,99.029,104.03,100.82,105.12,107.67,100.67,102.48,103.26,105.68,106.42,107,103.42,96.688,103.66,103.07,107.75,103.78,103.12,106.43,103.24,100.34,103.05,103.03,108.51,104.27,40.138,100.77,104.13,109.22,101.55,95.44
25,4.179,97.525,98.545,99.842,103.15,105.18,100.11,101.87,100.31,102.27,94.791,99.674,100.46,100.98,101.3,106.81,98.866,101.25,100.23,106.04,102.12,102.38,105.28,108.73,103.19,102.3,99.339,86.518,106.81,103.03,102.3,100.39,103.89,101.83,101.78,104.67,102.01,97.601,98.445,106.56,101.24,103.7,104.64,97.642,102.77,105.47,102.91,96.617,102.86,106.7,100.04,94.549,105.45,105.37,101.69,98.699,106.52,105.64,104.31,103.37,107.56,110.04,104.21,108.57,103.31,107.04,106.6,102.57,97.088,99.229,100.36,101.79,100.84,102.85,103.54,101.85,106.04,105.43,101.87,102.69,99.35,102.6,107,99.943,98.323,103.28,100.6,104.99,108.26,100.33,101.67,102.31,105.31,107.1,107.92,102.27,95.019,101.93,101.78,108.12,102.48,101.53,106.64,102,98.963,102.01,101.34,108.49,102.37,94.878,100.14,102.91,108.06,100.7,95.449
25,4.9076,102.66,98.607,104.59,107.72,109.3,103.75,105.07,103.65,105.82,96.58,103.72,104.86,104.73,104.84,109.73,102.81,104.26,104.95,108.77,104.94,106.03,108.77,112.19,107.09,105.48,103.15,92.595,109.91,104.11,104.79,104.27,106.68,105.1,105.21,106.79,105.02,100.95,105.27,109.27,105.23,106.26,106.48,100.91,105.56,106.75,106.84,100.34,104.5,108.58,102.82,99.477,108.98,108.21,105.17,101.77,109.31,108.55,107.65,108.73,111.08,111.66,107.63,110.09,105.99,109.83,108.72,104.85,100.07,101.83,103.48,105,104.85,106.52,105.86,106.09,107.66,107.57,105.42,104.07,101.86,105.82,108.37,104.05,102.39,106.35,103.85,107.87,110.58,102.89,104.28,105.93,108.59,109.8,110.4,104.74,96.052,105.09,105.17,111.8,105.31,105.65,109.73,105.45,103.12,105.62,104.9,112.05,105.81,104.64,104.41,105.59,111.14,104.82,97.959
25,5.5498,104.5,97.998,107.57,111.04,111.82,107.4,108.22,106.6,108.81,101.45,107.18,107.43,107.7,107.05,112.52,106.39,107.52,109.01,111.81,108.03,109.97,111.6,114.45,109.63,108.15,105.88,94.029,113.2,108.55,107.66,107.2,110.24,107.05,107.27,109.75,107.89,103.94,106.99,111.75,107.69,109.31,108.59,104.13,108.89,110.31,110.16,103.4,106.98,111.65,105.63,102.65,111.53,111.67,108.11,105.74,112.39,111.56,110.82,111,113.92,114.11,110.32,113.56,107.86,112.65,112.01,108.61,102.4,105.5,106,107.86,106.96,109.39,110.25,108.33,110.53,110.6,109.4,107.92,105.19,109.24,111.57,107.75,105.08,109.94,106.79,110.74,112.9,106.39,107.85,108.07,111.82,112.21,112,107.89,93.862,107.99,107.59,113.6,108.27,108.26,112.08,108.45,105.94,108.49,108.52,113.45,108.39,107.89,107.06,108.81,113.39,108.18,101.72
25,6.199,101.76,96.794,106.03,109.96,111.18,106.44,107.08,106.16,110.37,103.09,107.81,108.21,109.29,106.15,113.98,107.86,109.27,110,113.09,108.82,111.3,113.11,115.64,110.91,108.94,106.15,92.344,114.32,109.47,107.91,109.35,112.21,108.86,109.72,111.12,109.19,106.01,108.91,113.36,109.31,111.07,108.67,106.26,110.42,112.01,112.23,103.17,106.78,113.69,107.12,103.12,112.95,113.51,108.97,106.49,113.71,112.13,111.69,112.57,114.94,116,111.66,114.77,109.41,114.22,114.47,111.27,104.75,106.33,108.17,109.2,107.87,111.71,111.41,111.07,111.69,112.82,111.21,110.86,106.69,110.84,114.15,109.87,107.6,111.55,108.5,113.03,114.41,108.64,108.98,110.13,113.22,114.3,113.27,109.03,89.317,108.98,109.32,115.14,109.28,109.66,114.44,109.44,107.42,109.52,109.4,115.61,108.69,108.66,107.29,109.82,113.75,109.54,102.1
